,馬名,年月日,競馬場,R,レース名,距離,天候馬場,馬番,人気,着順,タイム,差/事故,上3F,コーナー通過順,体重,騎手,負担重量,調教師,獲得賞金（円）
27,ミスダイテン,17/9/14,門別,6,３歳以上　Ｃ４−２ Ｃ４,1600,雨/重,3,5,4/12,1:44.7,1.7,41.2,1-1-2,466,桑村真,54.0,國信満,"20,000"
28,ミスダイテン,17/8/31,門別,9,第３１回愛別きのこフェス賞 Ｃ４,1700,晴/稍重,2,5,6/10,1:53.2,1.4,42.9,2-1-1,470,桑村真,54.0,國信満,0
29,ミスダイテン,17/8/17,門別,8,リボンハスカップソーダ賞 Ｃ４,1200,曇/重,6,6,8/10,1:16.7,1.1,40.8,5-5,468,桑村真,54.0,國信満,0
30,ミスダイテン,17/4/6,川崎,2, ３歳(六)(イ),1400,晴/良,7,1,6/10,1:34.0,1.2,41.9,7-4-6,456,森泰斗,54.0,加藤誠,0
31,ミスダイテン,16/10/20,門別,5,２歳　オープン ２歳,1700,曇/稍重,7,2,2/8,1:54.3,0.1,41.3,2-2-1,454,桑村真,53.0,國信満,"90,000"
32,ミスダイテン,16/10/6,門別,4,２歳　オープン ２歳,1500,曇/不良,3,1,2/6,1:36.3,0.4,39.7,1-1-1,464,桑村真,53.0,國信満,"90,000"
33,ミスダイテン,16/9/15,門別,8,２歳　５組 ２歳,1600,晴/良,4,1,1/11,1:45.9,0.6,41.3,1-1-1,456,桑村真,54.0,國信満,"300,000"
34,ミスダイテン,16/8/30,門別,7,２歳　５組 ２歳,1700,曇/良,2,2,2/8,1:51.9,0.1,40.5,1-1-1,450,桑村真,54.0,國信満,"60,000"
35,ミスダイテン,16/8/18,門別,6,ＪＲＡ認定アタックチャレンジ ２歳,1700,晴/重,5,7,5/9,1:50.9,1.3,41.2,1-1-2,436,阪野学,54.0,國信満,"40,000"
36,ミスダイテン,16/8/4,門別,5,ＪＲＡ認定アタックチャレンジ ２歳,1700,晴/良,2,5,6/10,1:54.3,2.0,43.5,2-2-2,442,阪野学,54.0,國信満,0
37,ミスダイテン,16/7/7,門別,3,２歳　未勝利 ２歳,1700,晴/良,5,3,1/11,1:54.2,0.8,40.0,2-1-2,434,桑村真,54.0,國信満,"300,000"
38,ミスダイテン,16/6/14,門別,4,ＪＲＡ認定フレッシュチャレンジ ２歳,1200,雨/稍重,6,7,4/8,1:17.0,2.2,40.9,4-4,428,井上俊,54.0,國信満,"150,000"
0,ローズピルグリム,19/10/25,川崎☆,9,よこすかカレー大使記念 Ｃ１(一),1500,曇/不良,10,11,9/11,1:39.1,2.9,43.0,4-4-5,422,吉留孝,54.0,平山真,0
1,ローズピルグリム,19/10/11,浦和,10,秋陽（しゅうよう）特別 Ｃ１(一),1500,雨/重,1,9,12/12,1:38.9,4.4,42.9,2-3-8,425,吉留孝,54.0,平山真,0
2,ローズピルグリム,19/9/11,浦和,8,高知の畜産物で元気！賞 Ｃ１,800,曇/良,1,5,5/11,47.9,1.0,36.0,4-4,419,吉留孝,54.0,平山真,"110,000"
3,ローズピルグリム,19/8/31,船橋☆,8,夏だ野菜を食べよう記念 Ｃ１,1200,晴/重,2,10,9/10,1:18.2,3.5,42.4,2-2-3,417,吉留孝,54.0,平山真,0
4,ローズピルグリム,19/8/16,浦和,9,朝顔（あさがお）特別 Ｃ１(二),1400,曇/良,2,8,10/12,1:31.2,3.0,41.5,3-3-5,420,橋本直,54.0,平山真,0
5,ローズピルグリム,19/7/26,浦和,12,文月（ふみづき）特別 Ｃ１(二),1500,晴/良,10,8,5/12,1:37.2,1.5,41.1,1-1-1,422,吉留孝,54.0,平山真,"200,000"
6,ローズピルグリム,19/7/15,船橋☆,8,サマーダッシュ Ｂ３Ｃ１,1000,曇/不良,11,12,13/14,1:04.7,3.3,40.5,8-10,424,吉留孝,53.0,平山真,0
7,ローズピルグリム,19/6/28,浦和,9,紫陽花（あじさい）特別 Ｂ３(二),1400,曇/稍重,10,6,11/12,1:31.2,3.2,40.3,7-8-9,429,吉留孝,54.0,平山真,0
8,ローズピルグリム,19/6/10,川崎☆,11,神楽酒造盃くろうま賞 Ｂ３Ｃ１,1600,雨/不良,8,7,13/13,1:49.4,5.6,45.9,1-2-8,433,吉留孝,55.0,平山真,0
9,ローズピルグリム,19/2/13,浦和,12,こぶし特別 Ｂ３(三),1500,晴/稍重,12,3,12/12,1:38.6,2.6,41.8,2-3-10,414,吉留孝,54.0,平山真,0
10,ローズピルグリム,19/1/10,浦和,12,寒桜（かんざくら）特別 Ｂ３(四),1400,晴/良,9,2,8/11,1:31.9,1.9,41.3,3-3-10,412,吉留孝,54.0,平山真,0
11,ローズピルグリム,18/12/26,浦和,8,万両（まんりょう）特別 Ｃ１(二),1400,晴/良,6,3,1/11,1:29.1,0.3,37.6,1-1-1,406,吉留孝,54.0,平山真,"1,800,000"
12,ローズピルグリム,18/11/23,浦和,7,幻の肉古代豚賞 Ｃ１(五)(六),1400,晴/良,5,2,5/12,1:29.9,1.5,40.1,1-1-2,421,吉留孝,54.0,平山真,"110,000"
13,ローズピルグリム,18/10/23,浦和,8,秋麗（しゅうれい）特別 Ｃ２(二),1500,雨/良,3,1,1/10,1:35.3,0.7,38.4,1-1-1,412,吉留孝,54.0,平山真,"1,600,000"
14,ローズピルグリム,18/9/25,浦和,2, ３歳(二),1400,雨/稍重,6,2,1/12,1:30.4,0.2,39.2,2-1-1,413,吉留孝,54.0,平山真,"1,100,000"
15,ローズピルグリム,18/8/18,新潟,7,３歳,1000/芝,晴/良,1,7,10/18,56.3,1.0,33.9,-,410,柴田大,54.0,蛯名利,0
16,ローズピルグリム,18/7/22,福島,6,３歳,1200/芝,晴/良,3,12,2/16,1:10.3,0.0,36.2,1-1,408,柴田大,54.0,蛯名利,"2,000,000"
17,ローズピルグリム,18/6/3,東京,2,３歳,1300,晴/良,15,13,12/16,1:21.9,1.9,39.3,2-2,416,横山武,51.0,蛯名利,0
18,ローズピルグリム,18/3/3,中山,1,３歳,1200,晴/稍重,7,8,10/16,1:14.1,1.1,39.2,4-4,416,野中悠,51.0,蛯名利,0
19,ローズピルグリム,18/2/3,東京,1,３歳,1300,晴/不良,2,12,4/16,1:20.3,0.7,37.3,2-2,420,藤田菜,51.0,蛯名利,"750,000"
20,ローズピルグリム,17/10/28,東京,4,２歳,1400,曇/良,1,7,11/16,1:29.7,4.7,40.5,7-6,420,柴田大,54.0,蛯名利,0
0,スタークィーン,19/10/25,川崎☆,7, Ｃ２(九)(十)(十一),1400,曇/不良,4,5,1/8,1:32.8,0.5,40.5,2-2-2,475,矢野貴,54.0,高月賢,"1,000,000"
1,スタークィーン,19/8/25,金沢,11,加賀友禅賞（ラニ賞）,1400,曇/稍重,1,8,8/12,1:32.1,2.0,39.6,9-8-6,489,米倉知,54.0,金田一,0
2,スタークィーン,19/8/12,金沢,9,ゼラニウム賞 ３歳Ａ(二),1500,晴/良,8,4,4/8,1:39.2,1.1,40.9,5-3-3,489,畑中信,54.0,金田一,"31,000"
3,スタークィーン,19/7/30,金沢,11,ＭＲＯ金賞［Ｇ１ステップ］,1900,晴/良,7,10,10/12,2:07.6,2.2,40.9,11-11-10,489,吉原寛,54.0,金田一,0
4,スタークィーン,19/7/16,金沢,6,ネプチューンオオカブト特別 ３歳Ａ(一),1400,曇/稍重,3,2,2/6,1:31.9,0.6,38.6,5-3-3,492,畑中信,54.0,金田一,"103,000"
5,スタークィーン,19/7/2,金沢,9,小舞子海岸特別 ３歳Ａ(一),1500,曇/稍重,3,5,4/8,1:38.4,1.8,39.7,5-4-4,494,畑中信,54.0,金田一,"40,000"
6,スタークィーン,19/6/25,金沢,1, ３歳(Ｂ二)(走１),1400,晴/良,5,3,3/12,1:33.4,0.2,39.4,8-6-4,498,吉原寛,54.0,金田一,"32,000"
7,スタークィーン,19/6/4,金沢,11,石川ダービー（スピルバーグ賞）,2000,晴/良,5,7,9/12,2:16.8,4.1,40.4,10-12-12,493,藤田弘,54.0,金田一,0
8,スタークィーン,19/5/21,金沢,6,千枚田田植え特別 ３歳Ａ(一),1500,晴/不良,6,3,5/6,1:39.8,2.3,40.1,5-5-5,490,吉原寛,54.0,金田一,"27,000"
9,スタークィーン,19/5/5,金沢,3, ３歳Ａ(三),1500,晴/良,3,2,1/9,1:38.9,0.0,39.3,6-4-3,485,吉原寛,54.0,金田一,"300,000"
10,スタークィーン,19/4/21,金沢,10,準重賞　ノトキリシマ賞,1500,曇/良,2,6,5/10,1:41.4,0.9,42.0,4-5-6,488,藤田弘,54.0,金田一,"60,000"
11,スタークィーン,19/4/9,金沢,5, ３歳Ａ(二),1500,晴/良,3,3,4/9,1:42.4,2.7,41.3,7-8-9,486,藤田弘,54.0,金田一,"31,000"
12,スタークィーン,19/3/26,金沢,8, ３歳Ｂ(二走)(一),1400,曇/稍重,7,2,1/7,1:33.4,0.9,39.8,4-4-1,483,吉原寛,54.0,金田一,"270,000"
13,スタークィーン,19/3/17,金沢,6, ３歳Ａ(三),1400,曇/不良,3,5,2/11,1:34.3,1.1,38.9,9-9-6,480,吉原寛,54.0,金田一,"69,000"
14,スタークィーン,18/12/25,金沢,2,ノースポール賞 ２歳(五)(以下),1500,曇/重,9,4,5/10,1:42.9,1.2,42.0,5-5-5,468,畑中信,54.0,金田一,"27,000"
15,スタークィーン,18/12/18,金沢,1, ２歳(六),1400,曇/不良,8,2,6/10,1:35.2,1.0,40.9,4-5-5,473,中島龍,54.0,金田一,0
16,スタークィーン,18/11/15,門別,2,２歳　牝馬未勝利 ２歳,1000,曇/稍重,3,6,9/12,1:03.7,1.4,38.1,10-10,474,服部茂,54.0,田中淳,0
17,スタークィーン,18/11/6,門別,2,２歳　未勝利 ２歳,1000,曇/良,4,6,7/11,1:03.4,0.9,38.7,3-3,480,服部茂,54.0,田中淳,0
18,スタークィーン,18/7/5,門別,3,ＪＲＡ認定フレッシュチャレンジ ２歳,1200,雨/不良,1,5,4/8,1:17.6,2.8,39.5,6-6,450,服部茂,54.0,田中淳,"150,000"
0,ミスリム,19/10/25,川崎,5, ３歳(六),1400,曇/不良,1,7,8/9,1:37.3,4.1,43.3,7-6-6,392,中越琉,52.0,内田勝,0
1,ミスリム,19/8/6,川崎,1, ３歳(五),1400,晴/良,1,10,12/12,1:38.4,4.6,42.8,11-10-10,393,拜原靖,54.0,内田勝,0
2,ミスリム,19/7/22,川崎,4, ３歳(六),1400,曇/稍重,3,6,7/7,1:38.4,5.1,44.1,6-5-6,390,拜原靖,54.0,内田勝,0
3,ミスリム,19/6/13,川崎,1, ３歳(八),1400,晴/稍重,6,8,8/10,1:38.4,2.4,42.0,10-10-10,398,田中涼,54.0,内田勝,0
4,ミスリム,19/5/16,川崎,1, ３歳(九),1400,晴/良,11,7,8/11,1:37.0,4.1,41.4,11-10-10,398,櫻井光,53.0,内田勝,0
5,ミスリム,18/12/20,川崎,1, ２歳(九)未受賞,1400,晴/重,3,3,4/9,1:39.1,2.3,41.7,9-9-9,400,櫻井光,53.0,内田勝,"225,000"
6,ミスリム,18/11/30,川崎,3,スパーキングデビュー　新馬 ２歳(七)(イ),1400,晴/良,5,8,7/9,1:36.0,3.3,40.2,9-8-8,397,拜原靖,54.0,内田勝,0
0,ピースフルエンゼル,19/10/25,川崎☆,10,よこすか海軍カレー記念 Ｂ２(二),1600,曇/不良,12,3,12/12,1:46.3,3.2,42.5,7-7-11,465,御神訓,54.0,河津裕,0
1,ピースフルエンゼル,19/10/2,大井☆,12,ニュートラック松山開設４周年記念 Ｂ２(三),1600,晴/良,6,4,6/15,1:42.9,0.5,39.3,9-9-8,461,藤本現,54.0,河津裕,0
2,ピースフルエンゼル,19/9/5,川崎☆,11,長月（ながつき）特別 Ａ２Ｂ１,1600,曇/重,3,3,4/7,1:44.4,1.1,38.9,3-4-6,459,藤本現,51.0,河津裕,"750,000"
3,ピースフルエンゼル,19/8/23,川崎☆,11,第７２回　秦野たばこ祭記念 Ｂ２Ｂ３(一),1500,曇/重,7,2,1/13,1:35.5,0.1,39.0,11-8-7,466,藤本現,53.0,河津裕,"2,600,000"
4,ピースフルエンゼル,19/8/2,川崎☆,10,８月１８日は愛川町でサンバ！勤労祭カップ Ｂ３(二),1500,晴/良,4,3,2/13,1:35.5,0.6,38.7,3-3-2,458,藤本現,54.0,河津裕,"960,000"
5,ピースフルエンゼル,19/7/22,川崎☆,10,７／２７ねぶくろシネマ開催記念 Ｂ３(三),1600,雨/稍重,10,2,3/14,1:44.3,0.4,39.2,8-8-5,462,藤本現,54.0,河津裕,"600,000"
6,ピースフルエンゼル,19/7/5,川崎☆,12,天の川特別 Ｃ１(一),1500,雨/重,11,3,3/14,1:36.6,0.7,39.7,8-8-6,461,藤本現,54.0,河津裕,"500,000"
7,ピースフルエンゼル,19/5/27,浦和,11,青葉（あおば）特別 Ｂ３(三),1600,晴/良,8,6,4/11,1:43.4,1.3,39.5,8-8-7,460,藤本現,53.0,河津裕,"360,000"
8,ピースフルエンゼル,19/4/15,船橋☆,11,玄鳥特別 Ｂ３(三),1600,晴/稍重,10,8,13/13,1:47.7,3.9,43.0,10-10-12,448,今野忠,54.0,河津裕,0
9,ピースフルエンゼル,18/12/21,川崎☆,10,フロイデ特別 Ｂ３(三),1600,晴/稍重,10,6,5/11,1:45.1,0.7,40.0,6-5-6,464,今野忠,54.0,河津裕,"240,000"
10,ピースフルエンゼル,18/11/28,川崎☆,11,ロジータ記念（ＳI）,2100,晴/良,3,5,12/12,2:20.7,3.6,41.4,10-4-7,467,今野忠,54.0,河津裕,0
11,ピースフルエンゼル,18/10/16,川崎☆,11,サルビアカップ（ロジータ記念ＴＲ）,2000,曇/稍重,6,3,3/8,2:12.3,1.2,40.6,7-6-5,460,今野忠,53.0,河津裕,"1,000,000"
12,ピースフルエンゼル,18/9/13,川崎☆,7, Ｃ１(四)(五),1500,曇/稍重,1,1,1/11,1:37.5,0.4,38.7,11-9-7,463,御神訓,53.0,河津裕,"1,200,000"
13,ピースフルエンゼル,18/8/21,川崎☆,9,オーガストフラワー賞 ３歳Ｃ１(下),1500,晴/良,9,2,2/14,1:37.0,0.4,40.3,6-6-6,461,御神訓,55.0,河津裕,"1,000,000"
14,ピースフルエンゼル,18/7/23,川崎☆,9,串揚げ処串英開業三周年記念 ３歳(二),1500,晴/良,4,1,1/13,1:37.8,0.2,40.8,8-10-8,461,御神訓,54.0,河津裕,"1,800,000"
15,ピースフルエンゼル,18/7/4,川崎,1, ３歳(五),1400,曇/良,3,1,1/11,1:33.3,0.1,40.4,5-5-4,466,櫻井光,53.0,河津裕,"1,100,000"
16,ピースフルエンゼル,18/4/15,中山,1,３歳,1800,曇/稍重,2,13,15/16,2:01.0,6.0,43.5,16-16-16,452,濱中俊,54.0,畠山吉,0
17,ピースフルエンゼル,17/12/3,中山,2,２歳,1800,晴/良,7,6,12/15,2:00.3,3.9,43.1,11-10-9,458,柴山雄,54.0,畠山吉,0
18,ピースフルエンゼル,17/11/5,東京,4,２歳,1600,晴/良,7,7,4/11,1:41.9,0.7,38.4,5-5,456,柴山雄,54.0,畠山吉,"1,100,000"
0,ジョーマキアート,19/10/25,川崎☆,9,よこすかカレー大使記念 Ｃ１(一),1500,曇/不良,6,1,1/11,1:36.2,0.7,41.1,1-1-1,509,左海誠,54.0,小久智,"2,000,000"
1,ジョーマキアート,19/10/10,浦和,12,秋の空（あきのそら）特別 Ｂ３Ｃ１,2000,曇/良,5,2,8/12,2:12.3,2.2,43.1,1-1-3,515,左海誠,53.0,小久智,0
2,ジョーマキアート,19/7/8,大井☆,8, Ｃ１(一)(二),1600,曇/重,12,1,10/14,1:46.0,3.4,44.0,2-2-3,497,森泰斗,54.0,小久智,0
3,ジョーマキアート,19/3/1,川崎,12,川崎競馬１年間しめくくり特別 Ｃ１(一),1500,曇/不良,12,1,2/14,1:36.7,0.3,39.4,1-1-1,480,森泰斗,54.0,小久智,"800,000"
4,ジョーマキアート,19/2/14,浦和,12,バレンタインデー特別 Ｃ１(二),1600,晴/良,4,1,3/11,1:43.2,0.1,38.5,1-1-1,494,森泰斗,54.0,小久智,"360,000"
5,ジョーマキアート,18/11/23,浦和,6, Ｃ１(五)(六),1500,晴/稍重,5,1,1/12,1:35.1,0.4,38.9,1-1-1,494,森泰斗,54.0,小久智,"1,100,000"
6,ジョーマキアート,18/11/5,船橋☆,9,楓賞 Ｃ１(七)(八),1600,曇/稍重,5,1,1/14,1:43.0,0.7,40.0,1-1-1,490,森泰斗,54.0,小久智,"1,200,000"
7,ジョーマキアート,18/10/22,浦和,6, Ｃ２(四)(五),1400,晴/良,4,1,1/12,1:29.6,0.0,38.3,6-2-1,498,森泰斗,54.0,小久智,"1,000,000"
8,ジョーマキアート,18/9/2,小倉,3,３歳,1200/芝,晴/稍重,11,7,6/18,1:09.3,1.0,35.2,11-10,480,濱中俊,54.0,清水久,0
9,ジョーマキアート,18/8/19,小倉,6,３歳,1200/芝,晴/良,8,4,5/18,1:08.8,0.4,35.7,2-2,480,秋山真,54.0,清水久,"500,000"
10,ジョーマキアート,18/8/11,小倉,6,３歳,1200/芝,晴/良,18,5,3/18,1:08.1,0.7,35.0,4-4,468,濱中俊,54.0,清水久,"1,300,000"
11,ジョーマキアート,18/7/1,中京,2,３歳,1600/芝,晴/良,1,9,6/15,1:35.1,1.0,34.7,7-9-7,480,高倉稜,54.0,清水久,0
12,ジョーマキアート,18/5/5,京都,5,３歳,1600/芝,晴/良,10,4,12/17,1:36.6,1.2,36.0,9-10,472,荻野極,53.0,清水久,0
13,ジョーマキアート,18/3/4,小倉,5,３歳,1800/芝,晴/良,11,6,9/16,1:49.9,1.3,37.7,3-2-1,460,藤田菜,51.0,清水久,0
14,ジョーマキアート,18/2/25,小倉,3,３歳,1800/芝,曇/良,6,3,4/16,1:49.3,1.2,35.6,1-3-4,460,藤田菜,51.0,清水久,"750,000"
15,ジョーマキアート,18/2/3,京都,6,３歳,2000/芝,晴/良,9,7,5/16,2:05.9,0.5,35.6,1-1-1,460,荻野極,53.0,清水久,"600,000"
0,ボージャンシー,19/10/25,川崎☆,6, Ｃ２(九)(十)(十一),1500,曇/不良,7,3,1/7,1:37.9,0.2,39.6,2-2-2,476,山口達,56.0,林正人,"1,000,000"
1,ボージャンシー,19/10/11,浦和,4, Ｃ２(十一)(十二)(十三),1400,曇/重,12,7,4/12,1:30.6,1.0,38.2,7-6-6,475,山口達,56.0,林正人,"150,000"
2,ボージャンシー,19/9/25,船橋,5, Ｃ２(五)(六),1500,晴/稍重,8,10,9/11,1:39.6,1.3,41.1,8-6-8,477,山口達,56.0,林正人,0
3,ボージャンシー,19/9/13,浦和,8,高知グルメでお腹いっぱい！賞 Ｃ２(九),1500,曇/稍重,1,4,5/9,1:38.8,1.3,39.2,8-5-5,477,山口達,56.0,林正人,"100,000"
4,ボージャンシー,19/9/2,船橋,3, Ｃ２(四)(五)(六)ア,1500,晴/稍重,6,4,7/9,1:40.4,2.0,42.1,9-8-9,468,山口達,56.0,林正人,0
5,ボージャンシー,19/8/9,船橋☆,8, Ｃ２(四)(五),1500,晴/良,3,10,8/12,1:39.1,1.1,40.3,8-9-10,469,田中力,56.0,林正人,0
6,ボージャンシー,19/7/16,船橋,6, Ｃ２(五)(六),1500,小雨/不良,2,5,5/12,1:38.6,1.0,40.6,5-6-5,467,山口達,56.0,林正人,"100,000"
7,ボージャンシー,19/6/19,船橋,3, Ｃ２(四)(五),1200,晴/稍重,1,6,5/12,1:16.2,0.6,38.4,8-8-6,477,山口達,56.0,林正人,"100,000"
8,ボージャンシー,19/6/4,大井,6, Ｃ２(四)(五)(六),1200,曇/良,3,10,14/15,1:17.8,2.2,39.4,15-14,481,左海誠,56.0,林正人,0
9,ボージャンシー,19/5/15,川崎☆,8,小野ファーム記念 Ｃ２(五)(六),1500,晴/良,1,6,4/9,1:38.0,0.2,40.0,5-5-7,482,山口達,56.0,林正人,"150,000"
10,ボージャンシー,19/5/8,船橋,4, Ｃ２(四)(五),1200,晴/良,6,8,9/12,1:17.4,1.8,40.1,9-9-7,489,山口達,56.0,林正人,0
11,ボージャンシー,19/4/17,船橋,5, Ｃ２(六)(七),1500,曇/稍重,6,5,7/12,1:40.2,1.9,42.0,5-6-6,486,山口達,56.0,林正人,0
12,ボージャンシー,19/4/3,川崎,5, Ｃ２(六)(七),1500,晴/良,2,4,4/9,1:38.3,0.7,41.5,6-6-4,481,保園翔,56.0,林正人,"150,000"
13,ボージャンシー,19/3/13,船橋☆,6, Ｃ２(四)(五),1500,曇/重,4,3,6/12,1:39.2,1.6,40.7,5-5-7,474,左海誠,56.0,林正人,0
14,ボージャンシー,19/2/20,船橋,5,道の駅　和田浦ＷＡ・Ｏ！特別出店記念 Ｃ２(六)(七),1500,晴/稍重,6,4,3/12,1:39.0,0.6,39.3,8-5-5,481,左海誠,56.5,林正人,"250,000"
15,ボージャンシー,19/1/30,川崎,5,ジュエルミネーション花火＆噴水ショー記念 Ｃ２(七)(八)(九),1400,晴/良,2,4,4/12,1:32.1,0.3,39.6,9-9-9,483,左海誠,56.0,林正人,"135,000"
16,ボージャンシー,19/1/18,船橋☆,8,井藤漢方製薬みんなで幸せに杯 Ｃ２(八)(九),1500,晴/良,10,4,4/12,1:39.5,0.7,40.8,8-6-5,478,左海誠,56.5,林正人,"150,000"
17,ボージャンシー,19/1/11,浦和,4, Ｃ２(十二)(十三),1400,晴/良,9,2,2/11,1:31.4,0.2,39.1,7-6-3,480,左海誠,56.0,林正人,"350,000"
18,ボージャンシー,18/12/10,船橋☆,10,初冬賞 Ｃ１(七)(八),1200,曇/良,8,5,7/8,1:16.5,1.2,39.0,8-8-8,472,左海誠,56.0,林正人,0
19,ボージャンシー,18/6/13,川崎☆,7,三ちゃん食堂杯 Ｃ１(三)(四),1500,晴/稍重,10,7,4/10,1:37.8,1.8,41.0,6-4-4,482,左海誠,56.0,林正人,"180,000"
20,ボージャンシー,18/5/17,川崎☆,6, Ｃ１(四)(五),1400,晴/良,3,5,5/11,1:31.8,1.8,41.0,6-3-4,483,山口達,56.0,林正人,"144,000"
21,ボージャンシー,18/5/1,船橋☆,11,江戸川賞 Ｃ１(三)(四),1600,晴/良,6,4,3/12,1:44.4,1.0,40.5,6-5-6,485,左海誠,56.0,林正人,"300,000"
22,ボージャンシー,18/4/2,川崎☆,9,京急ストア杯 Ｃ１(八)(九),1500,晴/良,2,3,2/12,1:38.3,0.5,40.9,5-4-6,484,川島正,56.0,林正人,"456,000"
23,ボージャンシー,18/3/12,船橋☆,10,アクアマリン賞 Ｃ１(五)(六),1600,晴/重,11,2,10/14,1:46.8,2.3,42.7,5-5-4,488,川島正,56.0,林正人,0
24,ボージャンシー,18/2/5,船橋,8, Ｃ２(三),1500,晴/稍重,5,2,1/10,1:38.3,0.2,39.3,5-6-5,488,川島正,56.0,林正人,"1,000,000"
25,ボージャンシー,18/1/9,浦和,8, Ｃ２(四)(五),1400,晴/重,2,5,2/12,1:30.8,0.3,40.3,4-3-2,485,川島正,56.0,林正人,"350,000"
26,ボージャンシー,17/12/18,浦和,3, Ｃ２(四)(五),1500,晴/稍重,2,3,1/10,1:38.8,0.4,39.4,2-2-2,490,左海誠,56.0,林正人,"1,000,000"
27,ボージャンシー,17/12/6,船橋,3, Ｃ２(五)(六),1200,晴/良,1,6,4/12,1:16.2,0.5,38.5,6-9-9,491,左海誠,56.0,林正人,"150,000"
28,ボージャンシー,17/11/20,浦和,8,彩の国黒豚賞 Ｃ２(六)(七),1500,曇/良,3,6,4/12,1:39.8,1.1,39.3,8-7-5,495,山口達,56.0,林正人,"150,000"
29,ボージャンシー,17/10/25,船橋☆,4, Ｃ３選抜馬,1200,雨/不良,4,3,1/12,1:17.9,0.1,39.5,7-7-8,495,山口達,56.0,林正人,"900,000"
30,ボージャンシー,17/3/28,浦和,4, Ｃ２(八),1500,晴/不良,2,5,5/12,1:39.8,1.5,40.9,8-7-5,476,山口達,56.0,林正人,"100,000"
31,ボージャンシー,17/3/16,船橋☆,8, Ｃ２(七)(八),1500,晴/重,8,2,2/11,1:40.0,0.6,40.7,7-7-6,483,山口達,56.0,林正人,"300,000"
32,ボージャンシー,17/2/9,船橋,6, Ｃ２(七)(八),1500,雨/稍重,3,5,7/11,1:40.7,2.2,41.5,6-8-9,475,左海誠,56.0,林正人,0
33,ボージャンシー,17/1/12,船橋,8, Ｃ２(八)(九),1500,晴/重,2,3,4/12,1:40.5,1.3,41.0,1-1-1,487,左海誠,56.0,林正人,"120,000"
34,ボージャンシー,16/4/11,船橋,3, ３歳(三),1500,晴/重,10,1,4/12,1:39.4,0.4,41.6,4-3-1,472,左海誠,56.0,林正人,"132,000"
35,ボージャンシー,15/9/10,船橋☆,7,リバーサイドスター特別（平和賞トライアル ２歳(一),1600,小雨/不良,6,3,3/10,1:44.6,1.4,40.8,6-6-7,473,左海誠,54.0,林正人,"500,000"
36,ボージャンシー,15/8/4,船橋,1, ２歳(二),1200,晴/良,10,1,1/12,1:15.8,0.8,39.8,4-3-2,458,左海誠,54.0,林正人,"1,400,000"
37,ボージャンシー,15/7/21,船橋,2,リアトリスデビュー ２歳,1000,晴/良,7,2,4/7,1:03.6,2.5,39.5,3-3,457,今野忠,54.0,林正人,"240,000"
0,ステラライト,19/10/25,川崎☆,10,よこすか海軍カレー記念 Ｂ２(二),1600,曇/不良,9,6,6/12,1:45.2,2.1,40.8,10-9-9,483,矢野貴,56.0,佐藤太,0
1,ステラライト,19/9/24,船橋☆,11,ファンシーレイン特別 Ｂ２Ｂ３,1800,曇/稍重,3,13,11/14,1:58.4,3.8,42.8,8-11-12,491,川島正,57.0,佐藤太,0
2,ステラライト,19/8/31,船橋☆,11,小金牧特別 Ｂ２(二),1500,晴/重,6,4,7/9,1:37.5,1.1,42.6,1-1-1,491,川島正,56.0,佐藤太,0
3,ステラライト,19/3/15,船橋☆,7,石崎隆之騎手引退式記念 Ｂ１(二),1600,曇/稍重,3,6,8/8,1:44.3,1.3,40.4,1-1-1,493,森泰斗,55.0,佐藤太,0
4,ステラライト,19/2/15,浦和,11,梅見月（うめみづき）特別 Ｂ１(二)Ｂ２(一),1600,曇/良,3,2,4/11,1:43.3,0.3,38.6,1-1-1,497,森泰斗,55.0,佐藤太,"420,000"
5,ステラライト,19/1/18,船橋☆,11,ＺＢＡＴ！×夕刊フジ賞 Ｂ１,1700,晴/良,6,5,10/13,1:53.2,2.3,42.3,2-2-4,496,坂井英,55.5,佐藤太,0
6,ステラライト,18/12/17,川崎☆,10,湯河原梅林「梅の宴」２０１８特別 Ｂ３(一),1600,晴/重,4,3,1/6,1:45.8,0.4,41.5,1-1-1,499,坂井英,56.0,佐藤太,"2,400,000"
7,ステラライト,18/8/15,大井☆,10,黒潮盃（ＳII）,1800,晴/良,9,7,9/15,1:57.8,3.4,42.8,3-2-3,481,赤岡修,56.0,佐藤太,0
8,ステラライト,18/7/20,川崎☆,11,三浦すいか特別 Ｂ３(二),1500,晴/良,3,1,4/13,1:36.5,0.7,39.6,5-6-5,481,庄司大,55.0,佐藤太,"360,000"
9,ステラライト,18/6/20,船橋☆,7,京成ローザ６０周年記念盃 Ｂ３(二),1600,雨/不良,14,4,1/14,1:42.7,0.2,41.1,1-1-1,486,庄司大,54.0,佐藤太,"2,400,000"
10,ステラライト,18/5/21,大井,4,ハルジオン特別 ３歳,1600,晴/良,5,5,1/8,1:43.5,0.4,39.6,1-1-1,489,赤岡修,56.0,佐藤太,"2,600,000"
11,ステラライト,18/5/1,船橋,4, ３歳(二),1500,晴/良,8,1,1/12,1:38.2,0.1,39.7,2-2-2,488,庄司大,56.0,佐藤太,"1,300,000"
